Evento,Tiempo_Parada,Tiempo_Por_Vuelta,Curvas_Lentas,Curvas_Medias,Curvas_Rápidas,Deg_Blando,Deg_Medio,Deg_Duro,Año,Driver,LapNumber,Stint,Compound,TyreLife,Team,TrackStatus,Position,Tiempo_Antes_Pit,Tiempo_Delante,Tiempo_Detras,Piloto_Delante,Piloto_Detras,Parada_Delante,Parada_Detras,Rainfall,TrackTemp,Tráfico,CompuestoBueno
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,GAS,1,1,MEDIUM,1,Toro Rosso,2,20,999.0,6.528999999999996,-99.0,RUS,NADIE,False,False,False,29.4,False,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,STR,5,1,MEDIUM,5,Racing Point,1,15,63.867,1.1700000000000728,-0.24399999999968713,RAI,KVY,False,False,False,28.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,NOR,8,1,SOFT,11,McLaren,1,7,63.434,0.13599999999996726,-0.6649999999999636,SAI,RIC,False,False,False,27.8,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,GIO,8,1,SOFT,8,Alfa Romeo Racing,1,14,63.230999999999995,1.0670000000000073,-0.05500000000029104,RAI,KVY,False,False,False,27.5,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,RIC,11,1,SOFT,14,Renault,1,8,62.977000000000004,0.8800000000001091,-0.5519999999996799,HUL,PER,False,False,False,27.6,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,LEC,12,1,MEDIUM,15,Ferrari,1,2,61.807,8.458000000000084,-0.40299999999979264,HAM,VER,False,False,False,30.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,VET,12,1,SOFT,15,Ferrari,1,4,62.354,8.043999999999869,-2.4050000000002,VER,ALB,False,False,False,30.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,SAI,12,1,SOFT,15,McLaren,1,7,63.019,0.7390000000000327,-0.6630000000000109,HUL,BOT,False,False,False,30.8,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,ALB,13,1,MEDIUM,16,Red Bull Racing,1,3,62.632999999999996,13.335000000000036,-6.847999999999956,VER,LEC,False,True,False,28.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,HUL,18,1,SOFT,21,Renault,1,7,63.245999999999995,0.31899999999996,-3.0969999999997526,ALB,PER,True,False,False,29.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,GRO,18,1,MEDIUM,18,Haas F1 Team,1,15,63.43000000000001,1.4320000000002437,-9.467999999999847,RIC,KUB,True,False,False,28.8,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,MAG,20,1,MEDIUM,20,Haas F1 Team,1,9,62.941,0.8679999999994834,-0.07400000000052387,RAI,KVY,False,False,False,30.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,RAI,22,1,MEDIUM,22,Alfa Romeo Racing,1,9,63.154,4.753999999999905,-0.03600000000005821,KVY,NOR,False,True,False,27.7,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,STR,23,2,HARD,18,Racing Point,1,19,63.05,1.386000000000422,-45.835000000000036,GRO,GAS,False,False,False,29.6,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,KUB,24,1,HARD,24,Williams,1,17,63.475,0.443000000000211,-0.43400000000019645,RUS,GRO,False,True,False,27.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,VER,25,1,MEDIUM,28,Red Bull Racing,1,2,62.003,14.708999999999833,-14.746000000000095,HAM,LEC,False,True,False,27.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,HAM,26,1,MEDIUM,29,Mercedes,1,1,61.786,-99.0,-27.456999999999425,NADIE,LEC,False,True,False,30.5,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,GIO,26,2,HARD,18,Alfa Romeo Racing,1,15,62.867999999999995,13.563000000000102,-1.9600000000000364,RAI,GRO,False,False,False,28.8,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,BOT,29,1,MEDIUM,32,Mercedes,1,4,61.704,17.688000000000102,-3.125,VER,VET,True,True,False,29.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,RUS,32,1,HARD,32,Williams,1,16,63.309,15.402999999999338,-0.5460000000002765,GRO,GIO,True,True,False,28.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,PER,37,1,MEDIUM,37,Racing Point,1,7,62.696,30.670000000000073,-0.943000000000211,BOT,KVY,True,False,False,29.6,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,LEC,38,2,HARD,26,Ferrari,1,3,61.762,10.603000000000065,-20.97399999999925,VER,ALB,False,False,False,28.3,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,VET,38,2,HARD,26,Ferrari,1,6,61.875,0.0820000000003347,-32.17500000000018,BOT,KVY,False,False,False,27.8,False,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,KVY,40,1,HARD,40,Toro Rosso,1,7,62.165,17.759000000000015,-9.090000000000146,VET,NOR,True,True,False,28.8,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,SAI,41,2,HARD,29,McLaren,1,10,999.0,0.7709999999997308,-2.46100000000024,PER,RIC,False,False,False,27.5,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,RIC,42,2,HARD,31,Renault,1,11,62.077,0.7280000000000655,-4.691999999999098,KVY,RAI,False,False,False,30.0,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2019,STR,45,3,SOFT,22,Racing Point,1,18,63.737,0.2209999999995489,-12.219000000000051,RUS,KUB,False,False,False,28.5,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,VER,10,1,MEDIUM,13,Red Bull Racing,26,1,69.519,-99.0,-4.916999999999916,NADIE,BOT,False,False,False,28.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,BOT,10,1,MEDIUM,13,Mercedes,26,2,71.359,4.916999999999916,-6.733000000000175,VER,HAM,False,False,False,28.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,HAM,10,1,MEDIUM,13,Mercedes,26,3,71.86,6.733000000000175,-6.8530000000000655,BOT,ALB,False,False,False,28.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,ALB,10,1,SOFT,13,Red Bull Racing,26,4,74.542,6.8530000000000655,-6.562999999999647,HAM,NOR,False,False,False,28.2,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,NOR,10,1,SOFT,13,McLaren,26,5,76.357,6.562999999999647,-7.199000000000069,ALB,SAI,False,False,False,27.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,SAI,10,1,MEDIUM,13,McLaren,26,6,77.215,7.199000000000069,-0.6489999999998872,NOR,STR,False,False,False,28.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,STR,10,1,SOFT,13,Racing Point,26,7,79.059,0.6489999999998872,-2.938000000000102,SAI,GAS,False,False,False,28.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,GAS,10,1,SOFT,13,AlphaTauri,26,8,77.417,2.938000000000102,-3.9400000000000546,STR,KVY,False,False,False,27.7,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,KVY,10,1,SOFT,13,AlphaTauri,26,9,79.94999999999999,3.9400000000000546,-0.39800000000013824,GAS,RIC,False,False,False,27.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,OCO,10,1,MEDIUM,10,Renault,26,12,81.393,0.6179999999999382,-0.47299999999995634,VET,LEC,False,False,False,27.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,RAI,10,1,MEDIUM,10,Alfa Romeo Racing,26,14,84.081,8.32400000000007,-2.8510000000001128,LEC,GIO,False,False,False,27.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,RUS,10,1,MEDIUM,10,Williams,6,16,86.81400000000001,4.3530000000000655,-2.9209999999998217,GIO,MAG,False,False,False,27.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,FIT,10,1,MEDIUM,10,Haas F1 Team,6,18,87.962,6.469000000000051,-0.9539999999997235,MAG,LAT,False,False,False,27.2,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,LAT,11,1,MEDIUM,11,Williams,64,17,87.004,1.9920000000001892,-2.3730000000000473,RAI,RUS,True,True,False,25.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,LEC,22,1,MEDIUM,25,Ferrari,1,13,62.83800000000001,0.9639999999999418,-1.2089999999998327,KVY,RAI,True,True,False,26.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,GIO,27,1,MEDIUM,27,Alfa Romeo Racing,1,16,62.804,0.4389999999993961,-1.748000000000502,LEC,MAG,True,False,False,27.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,MAG,31,1,HARD,31,Haas F1 Team,1,19,63.282,0.9960000000000946,-99.0,GIO,NADIE,True,False,False,26.1,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,FIT,34,2,HARD,24,Haas F1 Team,1,18,63.599000000000004,10.289999999999964,-11.27099999999973,GIO,MAG,False,False,False,25.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,VET,35,1,HARD,35,Ferrari,1,11,62.54,0.11999999999989086,-0.9629999999997381,OCO,KVY,True,True,False,29.6,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,LAT,35,2,HARD,24,Williams,1,16,62.153999999999996,12.761999999999716,-0.45100000000002183,RUS,GIO,False,False,False,29.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,RIC,39,1,HARD,39,Renault,1,5,62.423,27.51800000000003,-0.25,ALB,NOR,True,True,False,27.5,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,MAG,47,2,MEDIUM,16,Haas F1 Team,1,18,64.177,33.027000000000044,-11.628999999999905,LAT,FIT,True,True,False,27.4,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2020,FIT,48,3,MEDIUM,14,Haas F1 Team,1,18,63.164,50.43299999999999,-2.831000000000131,LAT,MAG,False,False,False,26.1,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,MSC,9,1,SOFT,9,Haas F1 Team,1,18,57.862,1.6109999999998763,-1.337999999999738,LAT,RUS,False,False,False,25.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,VER,13,1,SOFT,16,Red Bull Racing,1,2,56.56,8.38799999999992,-1.0770000000002256,HAM,PER,False,False,False,28.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,HAM,14,1,MEDIUM,17,Mercedes,1,1,55.93299999999999,-99.0,-8.60400000000027,NADIE,PER,False,False,False,27.7,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,NOR,17,1,SOFT,20,McLaren,1,5,57.393,8.047999999999774,-0.5530000000007931,VER,TSU,True,False,False,27.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,GIO,17,1,MEDIUM,17,Alfa Romeo Racing,1,12,56.94500000000001,0.9830000000001746,-1.082999999999629,VET,STR,False,False,False,27.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,RIC,18,1,SOFT,21,McLaren,1,9,57.400000000000006,0.08300000000053842,-2.3539999999993597,GAS,VET,False,False,False,26.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,STR,21,1,MEDIUM,21,Aston Martin,1,11,57.342,0.9780000000000655,-0.9700000000002547,NOR,LEC,True,True,False,26.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,RAI,21,1,MEDIUM,21,Alfa Romeo Racing,1,13,57.388999999999996,3.1129999999993743,-2.967000000000553,LEC,OCO,True,True,False,26.3,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,TSU,23,1,MEDIUM,27,AlphaTauri,1,4,57.066,0.8299999999999272,-7.170000000000073,BOT,PER,False,True,False,27.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,VET,23,1,MEDIUM,23,Aston Martin,1,10,56.959,0.11999999999989086,-2.143000000000029,NOR,LEC,True,True,False,27.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,RAI,25,2,HARD,4,Alfa Romeo Racing,2,19,100.321,49.590000000000146,-99.0,MSC,NADIE,False,False,False,27.8,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,RUS,26,1,MEDIUM,26,Williams,2,18,103.332,65.87800000000061,-99.0,MSC,NADIE,True,False,False,27.2,False,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,LEC,35,2,HARD,20,Ferrari,6,9,56.389,4.035000000000764,-1.6369999999997162,BOT,TSU,False,False,False,28.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,VER,36,2,HARD,23,Red Bull Racing,6,2,61.274,7.83600000000024,-34.25,HAM,PER,False,False,False,27.9,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,PER,36,2,HARD,15,Red Bull Racing,6,3,70.00200000000001,34.25,-25.28899999999976,VER,ALO,False,False,False,27.8,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,ALO,36,1,HARD,37,Alpine,6,4,76.559,25.28899999999976,-0.8569999999999709,PER,GAS,True,False,False,27.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,GAS,36,1,HARD,36,AlphaTauri,6,5,72.793,0.8569999999999709,-3.911000000000058,ALO,SAI,False,True,False,27.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,RIC,52,2,HARD,34,McLaren,24,11,57.498999999999995,2.9510000000009313,-0.45499999999992724,OCO,LEC,False,True,False,28.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,STR,52,2,HARD,31,Aston Martin,24,14,61.882,9.247999999999593,-47.00699999999961,VET,MSC,False,False,False,28.2,False,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,MSC,52,2,HARD,42,Haas F1 Team,24,15,73.04599999999999,47.00699999999961,-99.0,STR,NADIE,False,False,False,28.1,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,VER,53,3,HARD,17,Red Bull Racing,24,2,55.061,15.406999999999243,-32.24700000000121,HAM,PER,False,False,False,28.4,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,PER,53,3,HARD,17,Red Bull Racing,24,3,65.545,32.24700000000121,-40.21799999999894,VER,SAI,False,False,False,28.4,False,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,TSU,53,2,HARD,30,AlphaTauri,4,6,73.34,8.438000000000102,-3.963999999999942,BOT,GAS,False,False,False,27.9,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,GAS,54,2,MEDIUM,21,AlphaTauri,4,6,66.347,6.8990000000012515,-0.1069999999999709,BOT,TSU,False,True,False,27.3,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2021,PER,55,4,SOFT,5,Red Bull Racing,4,3,74.132,10.189000000000306,-1.9639999999999418,VER,SAI,False,False,False,26.3,True,SOFT
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,TSU,14,1,MEDIUM,14,AlphaTauri,1,11,58.077999999999996,2.782999999999447,-0.3580000000001746,OCO,RIC,False,False,False,32.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,MSC,14,1,MEDIUM,14,Haas F1 Team,1,14,58.688,5.190000000000509,-1.7299999999995634,ZHO,MAG,False,False,False,32.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,GAS,14,1,SOFT,14,AlphaTauri,1,17,58.643,1.4510000000000218,-3.717999999999847,BOT,LAT,False,False,False,32.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,RUS,15,1,MEDIUM,15,Mercedes,1,5,58.175,5.554000000000087,-0.6040000000002692,SAI,HAM,False,False,False,32.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,NOR,15,1,MEDIUM,15,McLaren,1,7,58.359,7.451000000000022,-2.4249999999992724,HAM,VET,False,False,False,31.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,ZHO,15,1,MEDIUM,15,Alfa Romeo,1,11,58.506,4.917999999999665,-4.625,RIC,MAG,False,False,False,34.8,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,LAT,15,1,MEDIUM,15,Williams,1,17,58.785,0.5460000000002765,-2.88799999999992,TSU,ALB,True,True,False,34.5,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,SAI,17,1,MEDIUM,17,Ferrari,1,3,57.753,6.552999999999884,-5.180000000000291,LEC,HAM,False,False,False,32.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,HAM,18,1,MEDIUM,18,Mercedes,1,3,58.44,14.927999999999884,-4.875,LEC,PER,False,True,False,32.1,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,ALO,19,1,MEDIUM,19,Alpine,1,7,58.022999999999996,0.7709999999997308,-5.699999999999818,RUS,RIC,True,False,False,33.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,RIC,19,1,MEDIUM,19,McLaren,1,8,58.658,5.699999999999818,-0.01300000000082946,ALO,HAM,False,True,False,33.2,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,VER,20,1,MEDIUM,20,Red Bull Racing,1,1,57.838,-99.0,-5.208000000000538,NADIE,LEC,False,False,False,32.9,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,LEC,21,1,MEDIUM,21,Ferrari,1,1,57.846,-99.0,-12.451000000000022,NADIE,VER,False,True,False,32.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,ALO,27,2,HARD,8,Alpine,1,10,57.153,5.873000000000502,-0.6620000000002619,STR,TSU,False,False,False,34.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,TSU,38,2,HARD,24,AlphaTauri,2,10,57.568999999999996,10.359999999999673,-4.953000000000429,STR,RIC,False,False,False,32.3,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,LAT,38,2,HARD,23,Williams,2,19,72.264,13.33599999999933,-99.0,MAG,NADIE,False,False,False,31.9,False,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,SAI,39,2,HARD,22,Ferrari,2,3,57.065,6.898000000000138,-2.036000000000058,LEC,HAM,False,False,False,32.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,STR,40,2,HARD,28,Aston Martin,1,9,57.692,4.051000000000386,-12.989999999999782,RUS,RIC,True,False,False,33.3,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,OCO,41,2,HARD,27,Alpine,1,8,57.194,0.7799999999997453,-18.511000000000422,RUS,RIC,True,False,False,32.4,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,NOR,42,2,HARD,27,McLaren,1,6,57.542,6.551000000000386,-1.4799999999995634,SAI,RUS,True,True,False,34.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,HAM,55,2,HARD,37,Mercedes,1,8,65.238,3.1530000000002474,-12.175999999999476,OCO,STR,True,True,False,33.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2022,LAT,55,3,MEDIUM,17,Williams,1,19,71.854,65.36700000000019,-99.0,MAG,NADIE,False,False,False,32.6,False,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,MAG,5,1,MEDIUM,5,Haas F1 Team,1,20,56.735,1.0830000000005384,-99.0,SAR,NADIE,False,False,False,31.3,False,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,ALO,11,1,MEDIUM,11,Aston Martin,1,7,56.653999999999996,0.8530000000000655,-0.9960000000000946,TSU,GAS,False,False,False,31.7,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,HUL,13,1,MEDIUM,13,Haas F1 Team,1,14,57.809,1.050000000000182,-1.8670000000001892,BOT,ALB,False,False,False,32.4,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,ZHO,13,1,MEDIUM,13,Alfa Romeo,1,16,57.838,0.8729999999995925,-0.9310000000004948,ALB,SAR,False,False,False,32.1,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,NOR,14,1,MEDIUM,14,McLaren,1,3,57.07,4.8530000000000655,-1.9359999999996944,LEC,RUS,False,False,False,31.9,True,MEDIUM
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,RUS,14,1,MEDIUM,14,Mercedes,1,4,57.406000000000006,1.9359999999996944,-0.8450000000002547,NOR,TSU,False,False,False,31.6,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,HAM,15,1,MEDIUM,15,Mercedes,1,7,57.125,0.6880000000001019,-0.9690000000000509,STR,OCO,False,False,False,31.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,OCO,15,1,MEDIUM,15,Alpine,1,8,56.956,0.9690000000000509,-0.011000000000422006,HAM,SAI,False,False,False,31.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,SAR,15,1,MEDIUM,16,Williams,1,16,57.476,0.6620000000002619,-1.8190000000004147,ALO,RIC,True,True,False,33.0,True,HARD
Abu Dhabi Grand Prix,22.284842592592593,97.49257331115003,11,6,4,ALTA,ALTA,BAJA,2023,VER,16,1,MEDIUM,16,Red Bull Racing,1,1,57.144000000000005,-99.0,-0.19800000000032014,NADIE,LEC,False,False,False,32.9,True,HARD
